cluster_id,freshness,authority,social_velocity,engagement,sentiment,brand_fit,novelty,total,decision
003eb5bdcbd73b9e891abe57b24a6055,0.8553,0.6,0.0,0.0,0.9742,0.75,0.8,72.97,POST
7fe859de379919448bde515c5a814492,0.7833,0.6,0.0,0.0,1.0,0.75,0.8667,72.97,POST
cdb61a9efe5d5163fccca38468238828,0.7433,0.6,0.0,0.0,1.0,0.75,0.92,72.97,POST
220ef7dd4afbd041da25d7d926b7d6ee,0.5154,0.6,0.0,0.0,1.0,1.0,0.8571,72.96,POST
7e867b8f005c38f64b9d33542db24ed1,0.7715,0.6,0.0,0.0,1.0,0.75,0.8824,72.96,POST
085f4bcece4ce9b8219dfb338af76d25,0.8087,0.6,0.0,0.0,0.7994,0.9,0.84,72.96,POST
fd00e8b0d717c66403d51beabd859985,0.8238,0.6,0.0,0.0,1.0,0.75,0.8125,72.96,POST
93f6cef93f76b06282a2cef586d18cf8,0.7768,0.6,0.0,0.0,1.0,0.75,0.875,72.96,POST
bc3a26b639478a2ccebcc72bf20c0fbe,0.833,0.6,0.0,0.0,1.0,0.75,0.8,72.96,POST
0b5d5ee26b1c9cb01be9d6f0b4939360,0.7808,0.6,0.0,0.0,1.0,0.75,0.8696,72.96,POST
bbe56bc44be1a23cea3a66d23ae25c4d,0.7983,0.6,0.0,0.0,1.0,0.75,0.8462,72.96,POST
9d5c57a73260e3fa298691bd07a7a6fa,0.7619,0.6,0.0,0.0,1.0,0.75,0.8947,72.96,POST
c8aed35597e53d33c1d3ad1945f8d0bb,0.8597,0.6,0.0,0.0,0.9228,0.75,0.8519,72.96,POST
542ca0ffab444b1441aa560a8554f069,0.7954,0.6,0.0,0.0,1.0,0.75,0.85,72.96,POST
4f67c26a86eac75564879958c0f28bc2,0.7954,0.6,0.0,0.0,1.0,0.75,0.85,72.96,POST
2a33bfeae283c87fd5f3447d1a8183bf,0.7294,0.6,0.0,0.0,0.7268,1.0,0.881,72.96,POST
63229c3194ffc2b3dc378492a9407666,0.6629,0.9,0.0,0.0,1.0,0.75,0.6667,72.96,POST
1d3e4f13bbd514a4e173c6222c2a3488,0.7939,0.6,0.0,0.0,1.0,0.75,0.8519,72.96,POST
c728aad6c0cd6f70f6fcb461762d4126,0.8435,0.6,0.0,0.0,1.0,0.75,0.7857,72.96,POST
577597043a0a7bbf4bd183109f55946c,0.8151,0.6,0.0,0.0,1.0,0.75,0.8235,72.96,POST
80a5ad98b4ba5cd53b79001237781b37,0.7899,0.6,0.0,0.0,1.0,0.75,0.8571,72.95,POST
ebc06f3c88be79a2e01e2f0141053893,0.7362,0.6,0.0,0.0,1.0,0.75,0.9286,72.95,POST
c4f6537b2cd9c5e187d29baa55538c11,0.7764,0.6,0.0,0.0,1.0,0.75,0.875,72.95,POST
808fb7bbcb23f6cf1a0b3ba090480ad8,0.795,0.6,0.0,0.0,1.0,0.75,0.85,72.95,POST
209822e977c635c07076c8a48b3c5036,0.795,0.6,0.0,0.0,1.0,0.75,0.85,72.95,POST
af828dfbc173a929a4e5c7afda098381,0.7848,0.6,0.0,0.0,1.0,0.75,0.8636,72.95,POST
b150be50ea5c3737dc0097dea014e6c8,0.7979,0.6,0.0,0.0,1.0,0.75,0.8462,72.95,POST
429d9efb0aa12dc2d29d6a294bb50a63,0.8129,0.6,0.0,0.0,1.0,0.75,0.8261,72.95,POST
3c11d238d2b3e3efff26cf066c828523,0.8008,0.6,0.0,0.0,1.0,0.75,0.8421,72.95,POST
4e828a88711715f390a1c7e5d9e4fb5a,0.7761,0.6,0.0,0.0,1.0,0.75,0.875,72.95,POST
930ae26fcc6ebe3abdea990e8353f741,0.7761,0.6,0.0,0.0,1.0,0.75,0.875,72.95,POST
6b8aa0a5aa4b742d3899253e06db2e1b,0.7761,0.6,0.0,0.0,1.0,0.75,0.875,72.95,POST
bec61769990a4bd4f796e99792af2490,0.8197,0.6,0.0,0.0,0.9742,0.75,0.8462,72.95,POST
91c7ab9fbe111a2ad509d45127aaf189,0.6091,0.86,0.0,0.0,1.0,0.75,0.7857,72.95,POST
edd1ef8a5dcbfacae2b154eb0ae08e3c,0.7822,0.6,0.0,0.0,1.0,0.75,0.8667,72.94,POST
3485a8c9cf1cc0ac6279467e90fe2836,0.8072,0.6,0.0,0.0,1.0,1.0,0.4667,72.94,POST
063c943687527f168cb790c33779ad24,0.4987,0.96,0.0,0.0,1.0,0.75,0.8125,72.94,POST
a419769fdc48bf16dbe3b43796dd02a1,0.7855,0.6,0.0,0.0,1.0,0.75,0.8621,72.94,POST
9ccf10b4f2541230d192764caab95214,0.5071,0.6,0.0,0.0,1.0,1.0,0.8667,72.94,POST
18fc08a5452a77cd3620931f611a6ba4,0.7905,0.6,0.0,0.0,0.9742,0.75,0.8846,72.94,POST
f5c9c3b1e9ef7cc63dd43e302d1a5740,0.7535,0.6,0.0,0.0,1.0,0.75,0.9048,72.94,POST
b9ef7f9981c1539fbb40748d4f5220db,0.7892,0.6,0.0,0.0,1.0,0.75,0.8571,72.94,POST
c221c1a5bdc6e62e70b1d6e6fd2b570f,0.8443,0.6,0.0,0.0,0.8973,0.75,0.9,72.94,POST
3506fea7bf7f3191bfe5d981af763b06,0.757,0.6,0.0,0.0,1.0,0.75,0.9,72.94,POST
172dcee34c4a40a1a5ed2a985b0e3cb2,0.811,0.6,0.0,0.0,0.9742,0.75,0.8571,72.94,POST
93f1f330e57a3a6bb37eda38a03ddcf1,0.7819,0.6,0.0,0.0,1.0,0.75,0.8667,72.94,POST
c06d9954fede49d853be49dc0699dc9a,0.8319,0.6,0.0,0.0,1.0,0.75,0.8,72.94,POST
07a7d71e879fa21ea8f28b6caa19f4b7,0.8163,0.9,0.0,0.0,0.66,0.75,0.8462,72.94,POST
da996cf50fd532485223411ea443123b,0.8069,0.6,0.0,0.0,1.0,0.75,0.8333,72.94,POST
264bd000a1642572996c1e4e60632a5b,0.7841,0.6,0.0,0.0,1.0,0.75,0.8636,72.94,POST
62ee56bd769420a47dff6941e6c77415,0.7566,0.9,0.0,0.0,0.75,0.75,0.8235,72.94,POST
a8f45adbd4be74e7b48f2bf05a3fba9b,0.5957,0.6,0.0,0.0,1.0,0.9,0.8947,72.93,POST
2769d1abf27858745526abdf81158a10,0.8017,0.6,0.0,0.0,1.0,0.75,0.84,72.93,POST
aa33ddff1f52a5710bee1d2f3b55ce31,0.7754,0.6,0.0,0.0,1.0,0.75,0.875,72.93,POST
0d054f0e2b1203fcf1f7d38c8d76e1cf,0.7888,0.6,0.0,0.0,1.0,0.75,0.8571,72.93,POST
ef8411ff414d59e4df0e0165de74dcbf,0.7888,0.6,0.0,0.0,1.0,0.75,0.8571,72.93,POST
54ec65272a477ec53226d3ee42406233,0.6291,0.6,0.0,0.0,1.0,0.9,0.85,72.93,POST
6d4dde7ff5eed930dcce0e699bd0e47d,0.5044,0.6,0.0,0.0,1.0,1.0,0.8696,72.93,POST
c2a558b10bb65f1799fce9e5cdf28123,0.8422,0.6,0.0,0.0,1.0,0.75,0.7857,72.93,POST
fbf5f5bd0a950fb1294a5e990d9b667b,0.8315,0.6,0.0,0.0,1.0,0.75,0.8,72.93,POST
4aea14152d53dff38a26c69a981665c5,0.8065,0.6,0.0,0.0,1.0,0.75,0.8333,72.93,POST
6582770d9461a2735e8ba1dd9842a53a,0.7697,0.6,0.0,0.0,1.0,0.75,0.8824,72.93,POST
73626d84208e7ced57d97c1c14162a98,0.7697,0.6,0.0,0.0,1.0,0.75,0.8824,72.93,POST
3b2b7021697ea23835329f10fff8e30f,0.8481,0.6,0.0,0.0,1.0,0.75,0.7778,72.93,POST
b009d0db6cd95b49b52e4eb5ddd03da8,0.7939,0.6,0.0,0.0,1.0,0.75,0.85,72.93,POST
d754b994bd3878c68a42de47122bd939,0.8178,0.6,0.0,0.0,1.0,0.75,0.8182,72.93,POST
894f6270638791a0ad5683fd5e0e441e,0.8219,0.6,0.0,0.0,1.0,0.75,0.8125,72.93,POST
7d6aa34eac0f8e30a80395b04ca4493f,0.8012,0.6,0.0,0.0,1.0,0.75,0.84,72.92,POST
e2801e669d03cd818e31d9ceb5d55a33,0.8478,0.6,0.0,0.0,1.0,0.75,0.7778,72.92,POST
6bb27d00e370f4cf1257da37b8f53fb7,0.7693,0.6,0.0,0.0,1.0,0.75,0.8824,72.92,POST
b85a457dc7b176275925c490ff9979dc,0.8174,0.6,0.0,0.0,1.0,0.75,0.8182,72.92,POST
53a284bc29d0b969d75ab3d3a55badaa,0.8238,0.6,0.0,0.0,1.0,0.75,0.8095,72.92,POST
e426b4701d8b821ba4c5ea191e902d8b,0.482,0.96,0.0,0.0,1.0,0.75,0.8333,72.92,POST
e2bf7a1f7dd5e51c1af7e31dee385323,0.8513,0.6,0.0,0.0,1.0,0.75,0.7727,72.92,POST
7f9ed55702decf9f3841e64132aa9b5d,0.8396,0.6,0.0,0.0,0.8973,0.75,0.9048,72.92,POST
81951d76335a935c162ff488c1dae3c1,0.8215,0.6,0.0,0.0,1.0,0.75,0.8125,72.92,POST
67f021d3a21f3eaad495705ac2c11275,0.7598,0.6,0.0,0.0,1.0,0.75,0.8947,72.92,POST
b99b250e2e4755e0fb459608da77ea82,0.788,0.6,0.0,0.0,1.0,0.75,0.8571,72.92,POST
8ec18f718d72f37f73a115551d5427a2,0.788,0.6,0.0,0.0,1.0,0.75,0.8571,72.92,POST
d3daaf20b5760217b706438a7d353527,0.749,0.6,0.0,0.0,1.0,0.75,0.9091,72.92,POST
6e7665a8398a4922de62d8fe79ee6d1a,0.749,0.6,0.0,0.0,1.0,0.75,0.9091,72.92,POST
afc5429e28ea5b9a7f245008977fd970,0.5788,0.6,0.0,0.0,1.0,1.0,0.7692,72.92,POST
51712a4dd2f78a9ae5e84d452c7c3434,0.769,0.6,0.0,0.0,1.0,0.75,0.8824,72.91,POST
a6402a8fb43c1d2c1d1d13ef324166ec,0.769,0.6,0.0,0.0,1.0,0.75,0.8824,72.91,POST
954f67506606c1b3b06aac5c4daab9d1,0.5995,0.6,0.0,0.0,0.9484,1.0,0.8,72.91,POST
230a6bdba7f5a3be24d646dd23cac83d,0.7991,0.6,0.0,0.0,1.0,0.75,0.8421,72.91,POST
6d717a8c104ae36c7f22d2d5ed5d6ddd,0.774,0.88,0.0,0.0,0.704,0.75,0.875,72.91,POST
bf69c0a20421b5ee7022ebcf69b78720,0.7877,0.6,0.0,0.0,1.0,0.75,0.8571,72.91,POST
c40da61ab3708a4612338c16dce3087b,0.7877,0.6,0.0,0.0,1.0,0.75,0.8571,72.91,POST
98e7577e8d43143fc8c4e0a39f4297d0,0.7877,0.6,0.0,0.0,1.0,0.75,0.8571,72.91,POST
e80ebd1110568b5bc126fddecfe03c4c,0.8005,0.6,0.0,0.0,1.0,0.75,0.84,72.91,POST
569da5cf3ea9d7b6b4ff6a78d6044c72,0.7594,0.6,0.0,0.0,1.0,0.75,0.8947,72.91,POST
bd90e4f097cc7f795931d5d06a9c3ac1,0.607,0.88,0.0,0.0,1.0,0.75,0.7619,72.91,POST
1551985a0a5714d946ea71b77c405213,0.6085,0.6,0.0,0.0,0.8871,1.0,0.8571,72.91,POST
c5e2112f95264376dc175100955b2f0c,0.7686,0.6,0.0,0.0,1.0,0.75,0.8824,72.91,POST
ede2740a31a89fceb585f532e8f6c962,0.6079,0.6,0.0,0.0,0.872,1.0,0.875,72.91,POST
78b995fbd5b75bca8cb1a11819be09b7,0.7957,0.6,0.0,0.0,1.0,0.75,0.8462,72.91,POST
56d0fed465c27875c5a4feb49da5c8e6,0.7957,0.6,0.0,0.0,1.0,0.75,0.8462,72.91,POST
902dd20ad2b2b8952203498f912e2c56,0.7987,0.6,0.0,0.0,1.0,0.75,0.8421,72.91,POST
7ddd053b766dcfd41eeb9ce3e6be5d6c,0.7552,0.6,0.0,0.0,1.0,0.75,0.9,72.9,POST
c61bb6a5f30e41844a375ca144e848be,0.5458,0.6,0.0,0.0,1.0,1.0,0.8125,72.9,POST
06297fb89acbdb09d0d0bd063fd79a50,0.7986,0.6,0.0,0.0,1.0,0.75,0.8421,72.9,POST
65d006c80571e902aad23a7fce7afe1a,0.7873,0.6,0.0,0.0,1.0,0.75,0.8571,72.9,POST
3483066c5dd2dd1042d65aa7a0626e4d,0.7836,0.6,0.0,0.0,1.0,0.75,0.8621,72.9,POST
1a78703c5c21997be1dd8523fed11755,0.7248,0.6,0.0,0.0,0.75,1.0,0.8571,72.9,POST
0e03c48980905a671f4a3ff6ec1088df,0.8408,0.6,0.0,0.0,1.0,0.75,0.7857,72.9,POST
68f47f373174568162d41b7154be0087,0.6222,0.6,0.0,0.0,1.0,0.9,0.8571,72.9,POST
d038f574d2b29fe911a979fc2082ada8,0.805,0.6,0.0,0.0,1.0,0.75,0.8333,72.9,POST
d4dfcf2ca5f1e97e2e02b55614cc6fbf,0.4987,0.6,0.0,0.0,1.0,1.0,0.875,72.9,POST
aa82fe589fb83229dfd7520092ec79c3,0.7633,0.6,0.0,0.0,1.0,0.75,0.8889,72.9,POST
5647bd18bc5dc5f9c8ded3bdb521e014,0.83,0.6,0.0,0.0,1.0,0.75,0.8,72.9,POST
6d6d24625137f87e26cdabcef6d05191,0.7268,0.6,0.0,0.0,1.0,0.75,0.9375,72.9,POST
b86664020f01cf4e77b8ecaea6c6b51e,0.8227,0.6,0.0,0.0,1.0,0.75,0.8095,72.9,POST
c1795795f4a218ce066563e9db1d0b45,0.787,0.6,0.0,0.0,1.0,0.75,0.8571,72.9,POST
3c4b14f6cd98b4320428349a0a37dde1,0.498,0.9,0.0,0.0,1.0,0.75,0.8824,72.9,POST
1e6b62b976759cbfbc09b527e8645502,0.8102,0.6,0.0,0.0,1.0,0.75,0.8261,72.9,POST
62106fea5fe2ca75eea28d5964ed0c01,0.8121,0.6,0.0,0.0,1.0,0.75,0.8235,72.9,POST
6349ef954340288632583ad741cddff7,0.7765,0.6,0.0,0.0,0.9742,0.75,0.9,72.89,POST
252ffd7398889598f7049e8f1488c98c,0.8045,0.6,0.0,0.0,1.0,1.0,0.4667,72.89,POST
cd583e40fc5a7bf94b5e5ca719a53835,0.8045,0.6,0.0,0.0,1.0,0.75,0.8333,72.89,POST
b84b163dea07a08a443a3f3008ce3929,0.7004,0.6,0.0,0.0,0.75,1.0,0.8889,72.89,POST
76aad5bca2333545fb7568496a433e1c,0.7733,0.6,0.0,0.0,1.0,0.75,0.875,72.89,POST
41de6aa5c284e87f90598c11390e3081,0.8223,0.6,0.0,0.0,1.0,0.75,0.8095,72.89,POST
417b32ec62143bce10c0858a3b468dd5,0.7866,0.6,0.0,0.0,1.0,0.75,0.8571,72.89,POST
e2d04e96dd40976c0f58291377b1cedf,0.5031,0.9,0.0,0.0,1.0,0.75,0.875,72.89,POST
8183e3257006376c82bcee4c4d2c0675,0.7772,0.6,0.0,0.0,1.0,0.75,0.8696,72.89,POST
ec2b6843dfe931e5a9671cc9f2e0de61,0.5968,0.9,0.0,0.0,1.0,0.75,0.75,72.89,POST
2fe82bf5211d779d7b8470c82a3340e3,0.7793,0.6,0.0,0.0,1.0,0.75,0.8667,72.89,POST
64aef32d7ad717c38b2fa1d9590a9954,0.7626,0.6,0.0,0.0,1.0,0.75,0.8889,72.89,POST
c9fb3dcd06966d7ef35b83cd1cc55bd5,0.7675,0.6,0.0,0.0,1.0,0.75,0.8824,72.88,POST
2f311b18cbfed1ebdafef809a552039b,0.8459,0.6,0.0,0.0,1.0,0.75,0.7778,72.88,POST
360e3ec4bf0169498a954c51302b72a8,0.7976,0.6,0.0,0.0,1.0,0.75,0.8421,72.88,POST
8c9f1f48b99f98356def25e2b1a1eb99,0.7976,0.6,0.0,0.0,1.0,0.75,0.8421,72.88,POST
521c3ab08e632591bd91f0b968b35956,0.7862,0.6,0.0,0.0,1.0,0.75,0.8571,72.88,POST
64e744ebf0036bec7e6f89acb249ecf1,0.8458,0.6,0.0,0.0,1.0,0.75,0.7778,72.88,POST
5fc70710a13d7e987b0b95637c77046d,0.8219,0.6,0.0,0.0,1.0,0.75,0.8095,72.88,POST
24a1e038f1fef73285e7812905a37eba,0.7188,0.6,0.0,0.0,0.75,1.0,0.8636,72.88,POST
4d59f791a2a54ada85ec3c3ca76fbdcf,0.7672,0.6,0.0,0.0,1.0,0.75,0.8824,72.88,POST
8528a6385859841ba146191e7a9ee02a,0.4828,0.6,0.0,0.0,1.0,1.0,0.8947,72.88,POST
b8d9aec9c7c98901d6a5ee0ce960db77,0.8039,0.6,0.0,0.0,1.0,0.75,0.8333,72.88,POST
41d7a7dbb6920fd8652af97a6c2b0ff2,0.7812,0.6,0.0,0.0,1.0,0.75,0.8636,72.88,POST
20c19b955fba8768f74a44232c474df7,0.7812,0.6,0.0,0.0,1.0,0.75,0.8636,72.88,POST
526771f2f66bf5e92918686360d48c59,0.7725,0.6,0.0,0.0,1.0,0.75,0.875,72.88,POST
0834a58c5e586aec0091a36086f63364,0.7859,0.6,0.0,0.0,1.0,0.75,0.8571,72.87,POST
5e1c3fbc0979e12eb1d8bdd72a0837e7,0.8517,0.6,0.0,0.0,1.0,0.75,0.7692,72.87,POST
bf69510d45b78eb4bf4c8e50862f2e01,0.811,0.6,0.0,0.0,1.0,0.75,0.8235,72.87,POST
d83ab0a7fec5c88129d57bef57f4d6a6,0.7668,0.6,0.0,0.0,1.0,0.75,0.8824,72.87,POST
15497ef69facb60318b289ca91100d1e,0.6564,0.6,0.0,0.0,1.0,0.9,0.8095,72.87,POST
3a80375272ba3f98ffcf773bc78daeff,0.849,0.6,0.0,0.0,1.0,0.75,0.7727,72.87,POST
0be2ba1f9a47d0555be1a839441d3d79,0.8035,0.6,0.0,0.0,1.0,0.75,0.8333,72.87,POST
7a76f4e48e79a20a638cec593800ccf7,0.4617,0.96,0.0,0.0,1.0,0.75,0.8571,72.87,POST
ab1e7ab0c906a4b984e556809e368918,0.5219,0.6,0.0,0.0,1.0,1.0,0.8421,72.87,POST
c87e4fbba5ff6840c0e0e1e4c7295654,0.7722,0.6,0.0,0.0,1.0,0.75,0.875,72.87,POST
e56383e9bf164f372a783e6bde2e6be2,0.7722,0.6,0.0,0.0,1.0,0.75,0.875,72.87,POST
182126a690c3df87c07978fd929c3c85,0.8284,0.6,0.0,0.0,1.0,0.75,0.8,72.87,POST
541b7b46885475fd7089f4d8a0815ba0,0.8557,0.6,0.0,0.0,0.8973,0.75,0.88,72.87,POST
20354b49776309833a5c576204e018fb,0.7753,0.6,0.0,0.0,0.9742,0.75,0.9,72.87,POST
e9610e4c42c5cd3da944394ec3e976ad,0.7761,0.6,0.0,0.0,1.0,0.75,0.8696,72.87,POST
fb4ae19e9706a8701a00b19407678587,0.8189,0.6,0.0,0.0,1.0,0.75,0.8125,72.87,POST
42858a6640ddd332174253113861973e,0.7665,0.6,0.0,0.0,1.0,0.75,0.8824,72.86,POST
9104efc69f7f869c7468dd44d60add98,0.8292,0.6,0.0,0.0,0.9484,0.75,0.8571,72.86,POST
da2ecb20e513d3c98262e27b499c71bd,0.7833,0.6,0.0,0.0,0.9742,0.75,0.8889,72.86,POST
b37f7af5f745dabd339f44b14aaafc28,0.7965,0.6,0.0,0.0,1.0,0.75,0.8421,72.86,POST
4f80f6f031a4a214cea47c85a42797de,0.7965,0.6,0.0,0.0,1.0,0.75,0.8421,72.86,POST
821d07d94d5479b56e084a778ee67174,0.7965,0.6,0.0,0.0,1.0,0.75,0.8421,72.86,POST
5f1c41e9c6fd2de872e3ba55fe1e15f9,0.828,0.6,0.0,0.0,1.0,0.75,0.8,72.86,POST
20ac3dfc9ae75924d7ed22f353e5b2c7,0.4969,0.96,0.0,0.0,1.0,0.75,0.8095,72.86,POST
1c4bd0329527ae7a028eb7570e53a8c0,0.757,0.6,0.0,0.0,1.0,0.75,0.8947,72.86,POST
6c3fdd47b8d8b6543381c21fa6030669,0.493,0.6,0.0,0.0,1.0,1.0,0.88,72.86,POST
3b62f6679bda5100c503ebd229ce86d6,0.7964,0.6,0.0,0.0,1.0,0.75,0.8421,72.86,POST
eae15a4a36ff8d1e2af8cb650bf21674,0.8155,0.6,0.0,0.0,0.9484,0.75,0.875,72.86,POST
a3955aa817101ce77897cc21d5b68de2,0.785,0.6,0.0,0.0,1.0,0.75,0.8571,72.86,POST
7f82c4fc00e67a69f4c344d51a94a78c,0.7566,0.6,0.0,0.0,0.6818,1.0,0.8889,72.86,POST
efa73fbf8ae6d50c7753f6c46b4bbf01,0.5211,0.6,0.0,0.0,1.0,1.0,0.8421,72.85,POST
5676c1c6236192cfb925fe2d08d435fb,0.78,0.6,0.0,0.0,1.0,0.75,0.8636,72.85,POST
7c1da4a7902bed9cf556f6e45c492173,0.7961,0.6,0.0,0.0,1.0,0.75,0.8421,72.85,POST
cdb5cf5f33501657e330a47141da3efa,0.5791,0.6,0.0,0.0,1.0,1.0,0.7647,72.85,POST
1c05fc0e30171ff35dd1ab47752ad9c0,0.814,0.6,0.0,0.0,1.0,0.75,0.8182,72.85,POST
4705d44f3b08b902c69df1754ca50ab0,0.7776,0.6,0.0,0.0,1.0,0.75,0.8667,72.85,POST
51f87678c192637085c744a356126a65,0.808,0.6,0.0,0.0,1.0,0.75,0.8261,72.85,POST
7eed3346636b75bb4965fc717c4635ca,0.7352,0.6,0.0,0.0,1.0,0.75,0.9231,72.85,POST
838a428a175b98acde71fa48bff153e8,0.8181,0.6,0.0,0.0,1.0,0.75,0.8125,72.85,POST
751eebd5491e8bbcb7fc959a5b87d6ae,0.8181,0.6,0.0,0.0,1.0,0.75,0.8125,72.85,POST
932a9cf9e2800f93c15ffe85f49fb8bb,0.6196,0.6,0.0,0.0,1.0,0.9,0.8571,72.85,POST
a6eb338ddc0bc116c0a63052009a503f,0.7928,0.6,0.0,0.0,1.0,0.75,0.8462,72.85,POST
6280ed8581b38cb00dfc28e4efda38dd,0.8024,0.6,0.0,0.0,1.0,0.75,0.8333,72.85,POST
b1f415bac2c9ce6f80783693e2cd64f5,0.7711,0.6,0.0,0.0,1.0,0.75,0.875,72.85,POST
7c6404fde09b42dcf8f9b9433d423697,0.7711,0.6,0.0,0.0,1.0,0.75,0.875,72.85,POST
18a6dd50cf983b0c544b814e772df080,0.5408,0.96,0.0,0.0,1.0,0.75,0.75,72.85,POST
0331e710c2a9b1873eeea9ed766c061b,0.8136,0.6,0.0,0.0,1.0,0.75,0.8182,72.85,POST
0b0c92b0b62254aff989684b68d16a90,0.5393,0.6,0.0,0.0,0.9228,1.0,0.9048,72.84,POST
43f836a2618487065e2976e9186f1612,0.7772,0.6,0.0,0.0,1.0,0.75,0.8667,72.84,POST
b01c2d96823a124690804000317510f8,0.6032,0.96,0.0,0.0,1.0,0.75,0.6667,72.84,POST
cc9835f237ad45350b131610c2c19d0c,0.7605,0.6,0.0,0.0,1.0,0.75,0.8889,72.84,POST
f5d701168bfd416eefab969c6dbca92a,0.7991,0.6,0.0,0.0,0.9742,0.75,0.8667,72.84,POST
e78bab6ab4d8bafe698c0648977043f5,0.802,0.6,0.0,0.0,1.0,0.75,0.8333,72.84,POST
586cf3f285529400d92e8fb125479d06,0.7181,0.88,0.0,0.0,1.0,1.0,0.9048,72.84,POST
3a0defafcf27edf3b27eb45cacbdb495,0.8497,0.6,0.0,0.0,0.9228,0.75,0.8571,72.84,POST
d197644bd3f9694f997dba45d5857f99,0.7841,0.6,0.0,0.0,1.0,0.75,0.8571,72.84,POST
a70eefc80c4d9557b65a8b6f266b2f2b,0.8072,0.6,0.0,0.0,1.0,0.75,0.8261,72.84,POST
dc0142f888855df7506b3dab66ec252a,0.8197,0.6,0.0,0.0,1.0,0.75,0.8095,72.84,POST
9be4400e50eee8ff90361527bfd9e377,0.7392,0.6,0.0,0.0,1.0,0.75,0.9167,72.83,POST
bdd3c4243da68c7fda8c61ccb9bd6e9d,0.7921,0.6,0.0,0.0,1.0,0.75,0.8462,72.83,POST
81d710f652e2fc0878deb58a8f2d3b39,0.7921,0.6,0.0,0.0,1.0,0.75,0.8462,72.83,POST
18461db0faacff69b271056bc23b08dc,0.8345,0.6,0.0,0.0,1.0,0.75,0.7895,72.83,POST
1418692849d7d039aa6c76bb5a597f49,0.7877,0.6,0.0,0.0,1.0,0.75,0.8519,72.83,POST
81da0b8c5c43b1da3c6d0593e1a171d6,0.7703,0.6,0.0,0.0,1.0,0.75,0.875,72.83,POST
08d943848d6ab6169469f11d65c157e4,0.5815,0.6,0.0,0.0,1.0,1.0,0.76,72.83,POST
6fdf5e61d212c1fb1ad572b4579393ad,0.8265,0.6,0.0,0.0,1.0,0.75,0.8,72.83,POST
f9075ea41d92787795924cc13f6f9938,0.8129,0.6,0.0,0.0,1.0,0.75,0.8182,72.83,POST
8f1b97f5a9e9f03ee4ef93aded10aa3f,0.8431,0.6,0.0,0.0,1.0,0.75,0.7778,72.83,POST
55dd7880ac55ac1195b0a6291f751f50,0.7598,0.6,0.0,0.0,1.0,0.75,0.8889,72.83,POST
5b59276ec8ff54eec15d3b22e093729a,0.8193,0.6,0.0,0.0,1.0,0.75,0.8095,72.83,POST
25db635e5013f2c852ec07f396ce5c62,0.817,0.6,0.0,0.0,1.0,0.75,0.8125,72.83,POST
3a8c319c3d3ebec3f50e8c7b53dba343,0.7362,0.6,0.0,0.0,1.0,0.75,0.92,72.82,POST
ba8e14f9a94b747e804a6c7a46e6306a,0.5085,0.9,0.0,0.0,1.0,0.75,0.8636,72.82,POST
6cc65d01d5a5f9e1aae6b26b4d3f4637,0.7873,0.6,0.0,0.0,1.0,0.75,0.8519,72.82,POST
98e21f1535d2c219de93a26c0d0efe3f,0.7699,0.6,0.0,0.0,1.0,0.75,0.875,72.82,POST
abec98909461afa895ad423f1b96a79a,0.7699,0.6,0.0,0.0,1.0,0.75,0.875,72.82,POST
edd6cbb137a30d900070a6f81f9d9d45,0.7699,0.6,0.0,0.0,1.0,0.75,0.875,72.82,POST
81e7da519e221c3287ea374154b9c523,0.7699,0.6,0.0,0.0,1.0,0.75,0.875,72.82,POST
3f2263a59668c38453e62641c43780cc,0.7699,0.6,0.0,0.0,1.0,0.75,0.875,72.82,POST
ddf6fec2d4f94ce2dc71c33e813c8ba8,0.7594,0.6,0.0,0.0,1.0,0.75,0.8889,72.82,POST
563775cb10c29f8b7fde306221e9be50,0.6802,0.6,0.0,0.0,0.7977,1.0,0.8571,72.82,POST
13ea6ea96b93700d66e52487a02365eb,0.8065,0.6,0.0,0.0,1.0,0.75,0.8261,72.82,POST
c017dae1b8b93a8121deeb633e0a419a,0.766,0.6,0.0,0.0,1.0,0.75,0.88,72.82,POST
ecd4b507a9bdca4f37b141d0e924ebf0,0.751,0.6,0.0,0.0,1.0,0.75,0.9,72.82,POST
6d8540f0fd2edfe9ee829754184cdbf9,0.8323,0.6,0.0,0.0,1.0,0.75,0.7917,72.82,POST
fb396704f69e4c3074fad1d70926c5a9,0.8084,0.6,0.0,0.0,1.0,0.75,0.8235,72.82,POST
ffa559bbe9e82bc7cef829eb71b05191,0.8084,0.6,0.0,0.0,1.0,0.75,0.8235,72.82,POST
32755853bf5c40763e5880ff8a5e7b86,0.8166,0.6,0.0,0.0,1.0,0.75,0.8125,72.82,POST
32c27231859633128859c8499b55764e,0.7441,0.6,0.0,0.0,1.0,0.75,0.9091,72.82,POST
2b44a3a62563fd307187a16c1df60892,0.7697,0.6,0.0,0.0,1.0,0.75,0.875,72.82,POST
4de3820638245b18243af8541933de08,0.4997,0.9,0.0,0.0,1.0,0.75,0.875,72.82,POST
9c1b1b5c6d91f30007a7486f2a3ab1a9,0.7436,0.88,0.0,0.0,0.704,0.75,0.9091,72.82,POST
74801f95fd626ceec2310fb81ecdee09,0.783,0.6,0.0,0.0,1.0,0.75,0.8571,72.82,POST
